"waveid","personid","alterid","tie"
1,"pe1702","pe7268","5"
1,"pe1702","pe7338","5"
1,"pe1702","pe7353","5"
1,"pe1702","pe7410","5"
1,"pe1902","pe7044","5"
1,"pe1902","pe7418","5"
1,"pe2002","pe0602","5"
1,"pe2002","pe1002","5"
1,"pe2002","pe1302","5"
1,"pe2002","pe3201","5"
1,"pe2002","pe3502","5"
1,"pe2002","pe7269","5"
1,"pe2102","pe1302","5"
1,"pe2102","pe1902","5"
1,"pe2102","pe2002","5"
1,"pe2301","pe0102","5"
1,"pe2301","pe0801","5"
1,"pe2301","pe2402","5"
1,"pe2402","pe0102","5"
1,"pe2402","pe0502","5"
1,"pe2402","pe0801","5"
1,"pe2402","pe1602","5"
1,"pe2402","pe2602","5"
1,"pe2502","pe0401","5"
1,"pe2502","pe2802","5"
1,"pe2502","pe5701","5"
1,"pe2702","pe2602","5"
1,"pe2702","pe2802","5"
1,"pe2702","pe3302","5"
1,"pe2702","pe4902","5"
1,"pe2802","pe2502","5"
1,"pe2802","pe2702","5"
1,"pe2802","pe5701","5"
1,"pe2802","pe7291","5"
1,"pe3102","pe0602","5"
1,"pe3102","pe3502","5"
1,"pe3102","pe3901","5"
1,"pe3201","pe1301","5"
1,"pe3201","pe1701","5"
1,"pe3201","pe3206","5"
1,"pe3201","pe7183","5"
1,"pe3201","pe7352","5"
1,"pe3402","pe0702","5"
1,"pe3502","pe1002","5"
1,"pe3502","pe2402","5"
1,"pe3502","pe3901","5"
1,"pe3702","pe0805","5"
1,"pe3702","pe2203","5"
1,"pe3702","pe3902","5"
1,"pe3802","pe0202","5"
1,"pe3802","pe0302","5"
1,"pe3802","pe7281","5"
1,"pe3802","pe7326","5"
1,"pe3901","pe0101","5"
1,"pe3901","pe0501","5"
1,"pe3901","pe1601","5"
1,"pe3901","pe2401","5"
1,"pe4302","pe1702","5"
1,"pe4302","pe2602","5"
1,"pe4302","pe3302","5"
1,"pe4302","pe4702","5"
1,"pe4302","pe4802","5"
1,"pe4302","pe4902","5"
1,"pe4302","pe5701","5"
1,"pe4402","pe2602","5"
1,"pe4402","pe3302","5"
1,"pe4402","pe4302","5"
1,"pe4402","pe4502","5"
1,"pe4402","pe4902","5"
1,"pe4502","pe0801","5"
1,"pe4502","pe1902","5"
1,"pe4502","pe2102","5"
1,"pe4502","pe2602","5"
1,"pe4502","pe3302","5"
1,"pe4502","pe3901","5"
1,"pe4502","pe4402","5"
1,"pe4502","pe4802","5"
1,"pe4502","pe4902","5"
1,"pe4502","pe6102","5"
1,"pe4702","pe4802","5"
1,"pe4702","pe4902","5"
1,"pe4802","pe0101","5"
1,"pe4802","pe0102","5"
1,"pe4802","pe0502","5"
1,"pe4802","pe0801","5"
1,"pe4802","pe2402","5"
1,"pe4802","pe2602","5"
1,"pe4802","pe3302","5"
1,"pe4802","pe3901","5"
1,"pe4802","pe4702","5"
1,"pe4802","pe4902","5"
1,"pe4902","pe0501","5"
1,"pe4902","pe0502","5"
1,"pe4902","pe7007","5"
1,"pe4902","pe7025","5"
1,"pe4902","pe7129","5"
1,"pe4902","pe7192","5"
1,"pe4902","pe7193","5"
1,"pe4902","pe7426","5"
1,"pe5202","pe5401","5"
1,"pe5202","pe7350","5"
1,"pe5401","pe3802","5"
1,"pe5401","pe3901","5"
1,"pe5401","pe5202","5"
1,"pe5701","pe0401","5"
1,"pe5701","pe1702","5"
1,"pe5701","pe2502","5"
1,"pe5701","pe6102","5"
1,"pe6102","pe0501","5"
1,"pe6102","pe0801","5"
1,"pe6102","pe1902","5"
1,"pe6102","pe2101","5"
1,"pe6102","pe2301","5"
1,"pe6102","pe2402","5"
1,"pe6102","pe2502","5"
1,"pe6102","pe2602","5"
1,"pe6102","pe2701","5"
1,"pe6102","pe2702","5"
1,"pe6102","pe2801","5"
1,"pe6102","pe4502","5"
1,"pe6102","pe4802","5"
1,"pe6102","pe5701","5"
1,"pe6102","pe6002","5"
1,"pe6102","pe7406","5"
1,"pe0101","pe0301","6"
1,"pe0101","pe0601","6"
1,"pe0101","pe1001","6"
1,"pe0101","pe2401","6"
1,"pe0101","pe3510","6"
1,"pe0201","pe0301","6"
1,"pe0201","pe3803","6"
1,"pe0201","pe7197","6"
1,"pe0301","pe1001","6"
1,"pe0301","pe1301","6"
1,"pe0601","pe0101","6"
1,"pe0601","pe1001","6"
1,"pe0601","pe2401","6"
1,"pe0601","pe2701","6"
1,"pe0601","pe4501","6"
1,"pe0601","pe4901","6"
1,"pe0601","pe6101","6"
1,"pe0701","pe1201","6"
1,"pe0701","pe3401","6"
1,"pe0701","pe7360","6"
1,"pe1001","pe0601","6"
1,"pe1001","pe6101","6"
1,"pe1101","pe0701","6"
1,"pe1101","pe1201","6"
1,"pe1101","pe3401","6"
1,"pe1201","pe7015","6"
1,"pe1201","pe7169","6"
1,"pe1201","pe7237","6"
1,"pe1201","pe7361","6"
1,"pe1301","pe0301","6"
1,"pe1301","pe1001","6"
1,"pe1601","pe7033","6"
1,"pe1601","pe7172","6"
1,"pe1601","pe7173","6"
1,"pe1601","pe7259","6"
1,"pe2001","pe1001","6"
1,"pe2001","pe6101","6"
1,"pe2001","pe7259","6"
1,"pe2101","pe1301","6"
1,"pe2101","pe2701","6"
1,"pe2101","pe4504","6"
1,"pe2101","pe7312","6"
1,"pe2201","pe0101","6"
1,"pe2401","pe0101","6"
1,"pe2401","pe0301","6"
1,"pe2401","pe0505","6"
1,"pe2401","pe0601","6"
1,"pe2401","pe3301","6"
1,"pe2501","pe2801","6"
1,"pe2501","pe7105","6"
1,"pe2501","pe7179","6"
1,"pe2601","pe3301","6"
1,"pe2601","pe4801","6"
1,"pe2601","pe4901","6"
1,"pe2701","pe0101","6"
1,"pe2701","pe0201","6"
1,"pe2701","pe7118","6"
1,"pe2901","pe7085","6"
1,"pe3101","pe4301","6"
1,"pe3301","pe2601","6"
1,"pe3301","pe4401","6"
1,"pe3301","pe4801","6"
1,"pe3301","pe4901","6"
1,"pe3401","pe0701","6"
1,"pe3501","pe1001","6"
1,"pe3501","pe2402","6"
1,"pe3501","pe3510","6"
1,"pe3501","pe7057","6"
1,"pe3701","pe1705","6"
1,"pe3701","pe3206","6"
1,"pe3701","pe3304","6"
1,"pe3701","pe6201","6"
1,"pe3801","pe0201","6"
1,"pe3801","pe0301","6"
1,"pe3801","pe7127","6"
1,"pe4301","pe7125","6"
1,"pe4301","pe7185","6"
1,"pe4401","pe0501","6"
1,"pe4401","pe0601","6"
1,"pe4401","pe2401","6"
1,"pe4401","pe3301","6"
1,"pe4401","pe4901","6"
1,"pe4701","pe0402","6"
1,"pe4701","pe0403","6"
1,"pe4701","pe3304","6"
1,"pe4801","pe0505","6"
1,"pe4801","pe1601","6"
1,"pe4801","pe4901","6"
1,"pe4901","pe2601","6"
1,"pe4901","pe3303","6"
1,"pe4901","pe4701","6"
1,"pe4901","pe4801","6"
1,"pe5201","pe2601","6"
1,"pe5201","pe5301","6"
1,"pe5201","pe7237","6"
1,"pe6101","pe0101","6"
1,"pe6101","pe0601","6"
1,"pe6101","pe1001","6"
1,"pe6201","pe0505","6"
1,"pe6201","pe0515","6"
1,"pe6201","pe3206","6"
1,"pe6201","pe3304","6"
1,"pe0102","pe0202","7"
1,"pe0102","pe0502","7"
1,"pe0102","pe1602","7"
1,"pe0102","pe2202","7"
1,"pe0102","pe2301","7"
1,"pe0102","pe2402","7"
1,"pe0102","pe2902","7"
1,"pe0102","pe3102","7"
1,"pe0102","pe3702","7"
1,"pe0102","pe3901","7"
1,"pe0102","pe7078","7"
1,"pe0202","pe0102","7"
1,"pe0202","pe0302","7"
1,"pe0202","pe1003","7"
1,"pe0202","pe1102","7"
1,"pe0202","pe1202","7"
1,"pe0202","pe2002","7"
1,"pe0202","pe2202","7"
1,"pe0202","pe2402","7"
1,"pe0202","pe2902","7"
1,"pe0202","pe3201","7"
1,"pe0202","pe3302","7"
1,"pe0202","pe3802","7"
1,"pe0202","pe3901","7"
1,"pe0202","pe5401","7"
1,"pe0202","pe7352","7"
1,"pe0302","pe0801","7"
1,"pe0302","pe2402","7"
1,"pe0302","pe2902","7"
1,"pe0302","pe3502","7"
1,"pe0302","pe3802","7"
1,"pe0401","pe0801","7"
1,"pe0401","pe1701","7"
1,"pe0401","pe1902","7"
1,"pe0401","pe2301","7"
1,"pe0401","pe2701","7"
1,"pe0401","pe2801","7"
1,"pe0401","pe3502","7"
1,"pe0401","pe3901","7"
1,"pe0401","pe7027","7"
1,"pe0401","pe7120","7"
1,"pe0401","pe7203","7"
1,"pe0401","pe7206","7"
1,"pe0401","pe7225","7"
1,"pe0502","pe1902","7"
1,"pe0502","pe2602","7"
1,"pe0502","pe2702","7"
1,"pe0502","pe3502","7"
1,"pe0502","pe4502","7"
1,"pe0502","pe4902","7"
1,"pe0502","pe6102","7"
1,"pe0602","pe0101","7"
1,"pe0602","pe0501","7"
1,"pe0602","pe1302","7"
1,"pe0602","pe1601","7"
1,"pe0602","pe2002","7"
1,"pe0602","pe2401","7"
1,"pe0602","pe3201","7"
1,"pe0602","pe3901","7"
1,"pe0702","pe1102","7"
1,"pe0702","pe3402","7"
1,"pe0801","pe2601","7"
1,"pe0801","pe3901","7"
1,"pe0801","pe4501","7"
1,"pe0801","pe4502","7"
1,"pe0801","pe7270","7"
1,"pe1002","pe0602","7"
1,"pe1002","pe1302","7"
1,"pe1002","pe2002","7"
1,"pe1002","pe2402","7"
1,"pe1002","pe2602","7"
1,"pe1002","pe3502","7"
1,"pe1102","pe0502","7"
1,"pe1102","pe0602","7"
1,"pe1102","pe0702","7"
1,"pe1102","pe1202","7"
1,"pe1102","pe2402","7"
1,"pe1102","pe2602","7"
1,"pe1102","pe2702","7"
1,"pe1102","pe2802","7"
1,"pe1102","pe3402","7"
1,"pe1102","pe3802","7"
1,"pe1102","pe4902","7"
1,"pe1102","pe7081","7"
1,"pe1202","pe0101","7"
1,"pe1202","pe0501","7"
1,"pe1202","pe0801","7"
1,"pe1202","pe1102","7"
1,"pe1202","pe1601","7"
1,"pe1202","pe2401","7"
1,"pe1202","pe3502","7"
1,"pe1202","pe7119","7"
1,"pe1302","pe0602","7"
1,"pe1302","pe2002","7"
1,"pe1302","pe2402","7"
1,"pe1302","pe3502","7"
1,"pe1302","pe3901","7"
1,"pe1302","pe7243","7"
1,"pe1602","pe0102","7"
1,"pe1602","pe0502","7"
1,"pe1602","pe0801","7"
1,"pe1602","pe2002","7"
1,"pe1602","pe2402","7"
1,"pe1602","pe2602","7"
1,"pe1602","pe2902","7"
1,"pe1602","pe3302","7"
1,"pe1602","pe3901","7"
1,"pe1602","pe4702","7"
1,"pe1602","pe4802","7"
1,"pe1602","pe4902","7"
1,"pe1702","pe0401","7"
1,"pe1702","pe0702","7"
1,"pe1702","pe1102","7"
1,"pe1702","pe2701","7"
1,"pe1702","pe2801","7"
1,"pe1702","pe2802","7"
1,"pe1702","pe3402","7"
1,"pe1702","pe3901","7"
1,"pe1702","pe6102","7"
1,"pe1902","pe0102","7"
1,"pe1902","pe0602","7"
1,"pe1902","pe0801","7"
1,"pe1902","pe2002","7"
1,"pe1902","pe2301","7"
1,"pe1902","pe3201","7"
1,"pe1902","pe3901","7"
1,"pe1902","pe7245","7"
1,"pe2002","pe0602","7"
1,"pe2002","pe1002","7"
1,"pe2002","pe1302","7"
1,"pe2002","pe2301","7"
1,"pe2002","pe2402","7"
1,"pe2002","pe3201","7"
1,"pe2002","pe3502","7"
1,"pe2002","pe7269","7"
1,"pe2002","pe7280","7"
1,"pe2002","pe7302","7"
1,"pe2002","pe7356","7"
1,"pe2002","pe7386","7"
1,"pe2002","pe7406","7"
1,"pe2102","pe4502","7"
1,"pe2102","pe7330","7"
1,"pe2202","pe0102","7"
1,"pe2202","pe0502","7"
1,"pe2202","pe0602","7"
1,"pe2202","pe0801","7"
1,"pe2202","pe1102","7"
1,"pe2202","pe2902","7"
1,"pe2202","pe3102","7"
1,"pe2202","pe3201","7"
1,"pe2202","pe3502","7"
1,"pe2202","pe3702","7"
1,"pe2202","pe3901","7"
1,"pe2202","pe4102","7"
1,"pe2202","pe4802","7"
1,"pe2202","pe4902","7"
1,"pe2301","pe0502","7"
1,"pe2301","pe2402","7"
1,"pe2301","pe2702","7"
1,"pe2301","pe3402","7"
1,"pe2402","pe0202","7"
1,"pe2402","pe0502","7"
1,"pe2402","pe0515","7"
1,"pe2402","pe2602","7"
1,"pe2402","pe2902","7"
1,"pe2402","pe3502","7"
1,"pe2402","pe4902","7"
1,"pe2502","pe0401","7"
1,"pe2502","pe2701","7"
1,"pe2502","pe2801","7"
1,"pe2502","pe2802","7"
1,"pe2502","pe5701","7"
1,"pe2502","pe7002","7"
1,"pe2502","pe7020","7"
1,"pe2502","pe7032","7"
1,"pe2502","pe7254","7"
1,"pe2502","pe7358","7"
1,"pe2502","pe7429","7"
1,"pe2602","pe3301","7"
1,"pe2602","pe3302","7"
1,"pe2602","pe3501","7"
1,"pe2602","pe3502","7"
1,"pe2602","pe3901","7"
1,"pe2602","pe4702","7"
1,"pe2602","pe4802","7"
1,"pe2702","pe0401","7"
1,"pe2702","pe2301","7"
1,"pe2702","pe3302","7"
1,"pe2702","pe4902","7"
1,"pe2702","pe7266","7"
1,"pe2802","pe0401","7"
1,"pe2802","pe1702","7"
1,"pe2802","pe7199","7"
1,"pe2802","pe7206","7"
1,"pe3102","pe0102","7"
1,"pe3102","pe0502","7"
1,"pe3102","pe0602","7"
1,"pe3102","pe0801","7"
1,"pe3102","pe2602","7"
1,"pe3102","pe3502","7"
1,"pe3102","pe3901","7"
1,"pe3102","pe4901","7"
1,"pe3201","pe0102","7"
1,"pe3201","pe0202","7"
1,"pe3201","pe0302","7"
1,"pe3201","pe0502","7"
1,"pe3201","pe0602","7"
1,"pe3201","pe0602","7"
1,"pe3201","pe0801","7"
1,"pe3201","pe1001","7"
1,"pe3201","pe1301","7"
1,"pe3201","pe1302","7"
1,"pe3201","pe1701","7"
1,"pe3201","pe1902","7"
1,"pe3201","pe2002","7"
1,"pe3201","pe2301","7"
1,"pe3201","pe2602","7"
1,"pe3201","pe2902","7"
1,"pe3201","pe3206","7"
1,"pe3201","pe3502","7"
1,"pe3201","pe3802","7"
1,"pe3201","pe3901","7"
1,"pe3201","pe4302","7"
1,"pe3201","pe4402","7"
1,"pe3201","pe7081","7"
1,"pe3201","pe7163","7"
1,"pe3201","pe7183","7"
1,"pe3201","pe7352","7"
1,"pe3201","pe7400","7"
1,"pe3302","pe0401","7"
1,"pe3302","pe0502","7"
1,"pe3302","pe0602","7"
1,"pe3302","pe0702","7"
1,"pe3302","pe2002","7"
1,"pe3302","pe2301","7"
1,"pe3302","pe2402","7"
1,"pe3302","pe2602","7"
1,"pe3302","pe2701","7"
1,"pe3302","pe3201","7"
1,"pe3302","pe3402","7"
1,"pe3302","pe3502","7"
1,"pe3302","pe3901","7"
1,"pe3302","pe4702","7"
1,"pe3302","pe4902","7"
1,"pe3302","pe5401","7"
1,"pe3302","pe6102","7"
1,"pe3302","pe7017","7"
1,"pe3302","pe7094","7"
1,"pe3302","pe7208","7"
1,"pe3302","pe7301","7"
1,"pe3302","pe7423","7"
1,"pe3402","pe0502","7"
1,"pe3402","pe0801","7"
1,"pe3402","pe1102","7"
1,"pe3402","pe2402","7"
1,"pe3402","pe2602","7"
1,"pe3402","pe2902","7"
1,"pe3402","pe3301","7"
1,"pe3402","pe3802","7"
1,"pe3402","pe3901","7"
1,"pe3402","pe4802","7"
1,"pe3402","pe4902","7"
1,"pe3402","pe5401","7"
1,"pe3502","pe1002","7"
1,"pe3502","pe1302","7"
1,"pe3502","pe2002","7"
1,"pe3502","pe2402","7"
1,"pe3502","pe2602","7"
1,"pe3502","pe2702","7"
1,"pe3502","pe2702","7"
1,"pe3502","pe2802","7"
1,"pe3502","pe3201","7"
1,"pe3502","pe3302","7"
1,"pe3502","pe3901","7"
1,"pe3502","pe4302","7"
1,"pe3502","pe4402","7"
1,"pe3502","pe4902","7"
1,"pe3702","pe2002","7"
1,"pe3702","pe2202","7"
1,"pe3702","pe4702","7"
1,"pe3702","pe4802","7"
1,"pe3802","pe5401","7"
1,"pe3802","pe7282","7"
1,"pe3901","pe0101","7"
1,"pe3901","pe0302","7"
1,"pe3901","pe0302","7"
1,"pe3901","pe0501","7"
1,"pe3901","pe1601","7"
1,"pe3901","pe2401","7"
1,"pe3901","pe2902","7"
1,"pe4302","pe2602","7"
1,"pe4302","pe3302","7"
1,"pe4302","pe4702","7"
1,"pe4302","pe4802","7"
1,"pe4302","pe4902","7"
1,"pe4402","pe0401","7"
1,"pe4402","pe0602","7"
1,"pe4402","pe0702","7"
1,"pe4402","pe0801","7"
1,"pe4402","pe2301","7"
1,"pe4402","pe2402","7"
1,"pe4402","pe2502","7"
1,"pe4402","pe2602","7"
1,"pe4402","pe2702","7"
1,"pe4402","pe3201","7"
1,"pe4402","pe3302","7"
1,"pe4402","pe3502","7"
1,"pe4402","pe3802","7"
1,"pe4402","pe3901","7"
1,"pe4402","pe4302","7"
1,"pe4402","pe4502","7"
1,"pe4402","pe4702","7"
1,"pe4402","pe4902","7"
1,"pe4502","pe0602","7"
1,"pe4502","pe0801","7"
1,"pe4502","pe2002","7"
1,"pe4502","pe2202","7"
1,"pe4502","pe2402","7"
1,"pe4502","pe2702","7"
1,"pe4502","pe4302","7"
1,"pe4502","pe4402","7"
1,"pe4502","pe5401","7"
1,"pe4502","pe7023","7"
1,"pe4502","pe7041","7"
1,"pe4502","pe7041","7"
1,"pe4502","pe7064","7"
1,"pe4502","pe7111","7"
1,"pe4502","pe7147","7"
1,"pe4502","pe7192","7"
1,"pe4502","pe7337","7"
1,"pe4502","pe7342","7"
1,"pe4702","pe0102","7"
1,"pe4702","pe0502","7"
1,"pe4702","pe0602","7"
1,"pe4702","pe0801","7"
1,"pe4702","pe2301","7"
1,"pe4702","pe2402","7"
1,"pe4702","pe2602","7"
1,"pe4702","pe3402","7"
1,"pe4702","pe3901","7"
1,"pe4702","pe4802","7"
1,"pe4702","pe4902","7"
1,"pe4802","pe0401","7"
1,"pe4802","pe0502","7"
1,"pe4802","pe0602","7"
1,"pe4802","pe0801","7"
1,"pe4802","pe1602","7"
1,"pe4802","pe1702","7"
1,"pe4802","pe2202","7"
1,"pe4802","pe2301","7"
1,"pe4802","pe2402","7"
1,"pe4802","pe2602","7"
1,"pe4802","pe3302","7"
1,"pe4802","pe3901","7"
1,"pe4802","pe4702","7"
1,"pe4802","pe4902","7"
1,"pe4902","pe0101","7"
1,"pe4902","pe0501","7"
1,"pe4902","pe1101","7"
1,"pe4902","pe2601","7"
1,"pe4902","pe2701","7"
1,"pe4902","pe2702","7"
1,"pe4902","pe3301","7"
1,"pe4902","pe3901","7"
1,"pe4902","pe4301","7"
1,"pe4902","pe7090","7"
1,"pe4902","pe7192","7"
1,"pe4902","pe7251","7"
1,"pe5202","pe3201","7"
1,"pe5401","pe2502","7"
1,"pe5401","pe3201","7"
1,"pe5401","pe3402","7"
1,"pe5401","pe3802","7"
1,"pe5401","pe3901","7"
1,"pe5701","pe0401","7"
1,"pe5701","pe1702","7"
1,"pe5701","pe2502","7"
1,"pe5701","pe2702","7"
1,"pe5701","pe2802","7"
1,"pe5701","pe6102","7"
1,"pe0101","pe2401","8"
1,"pe0101","pe2701","8"
1,"pe0201","pe7056","8"
1,"pe0301","pe0101","8"
1,"pe0301","pe2401","8"
1,"pe0301","pe2701","8"
1,"pe0301","pe3904","8"
1,"pe0501","pe0101","8"
1,"pe0501","pe0601","8"
1,"pe0501","pe2401","8"
1,"pe0501","pe2601","8"
1,"pe0501","pe2701","8"
1,"pe0501","pe4901","8"
1,"pe0601","pe0101","8"
1,"pe0601","pe1001","8"
1,"pe0601","pe2401","8"
1,"pe0601","pe2701","8"
1,"pe0601","pe4501","8"
1,"pe0601","pe4901","8"
1,"pe0601","pe6101","8"
1,"pe0701","pe0201","8"
1,"pe0701","pe0301","8"
1,"pe0701","pe1101","8"
1,"pe0701","pe1201","8"
1,"pe0701","pe3401","8"
1,"pe1001","pe4301","8"
1,"pe1001","pe4501","8"
1,"pe1201","pe1101","8"
1,"pe1201","pe7015","8"
1,"pe1201","pe7169","8"
1,"pe1201","pe7237","8"
1,"pe1201","pe7361","8"
1,"pe1301","pe0301","8"
